0 Branching ratio for H2O       Total        1 branches
Lambda          Total           OH/H              H2/O
6655.80   0.00E+00  0.00E+00  0.00E+00
6656.80   0.00E+00  0.00E+00  0.00E+00
6657.80   0.00E+00  0.00E+00  0.00E+00
6658.80   0.00E+00  0.00E+00  0.00E+00
6659.80   0.00E+00  0.00E+00  0.00E+00
6660.80   0.00E+00  0.00E+00  0.00E+00
6661.80   0.00E+00  0.00E+00  0.00E+00
6662.80   0.00E+00  0.00E+00  0.00E+00
6663.80   0.00E+00  0.00E+00  0.00E+00
6664.80   0.00E+00  0.00E+00  0.00E+00
6665.80   0.00E+00  0.00E+00  0.00E+00
6666.80   0.00E+00  0.00E+00  0.00E+00
6667.80   0.00E+00  0.00E+00  0.00E+00
6668.80   0.00E+00  0.00E+00  0.00E+00
6669.80   0.00E+00  0.00E+00  0.00E+00
6670.80   0.00E+00  0.00E+00  0.00E+00
6671.80   0.00E+00  0.00E+00  0.00E+00
6672.80   0.00E+00  0.00E+00  0.00E+00
6673.80   0.00E+00  0.00E+00  0.00E+00
6674.81   0.00E+00  0.00E+00  0.00E+00
6675.81   0.00E+00  0.00E+00  0.00E+00
6676.81   0.00E+00  0.00E+00  0.00E+00
6677.81   0.00E+00  0.00E+00  0.00E+00
6678.81   0.00E+00  0.00E+00  0.00E+00
6679.81   0.00E+00  0.00E+00  0.00E+00
6680.81   0.00E+00  0.00E+00  0.00E+00
6681.81   0.00E+00  0.00E+00  0.00E+00
6682.81   0.00E+00  0.00E+00  0.00E+00
6683.81   0.00E+00  0.00E+00  0.00E+00
6684.81   0.00E+00  0.00E+00  0.00E+00
6685.81   0.00E+00  0.00E+00  0.00E+00
6686.81   0.00E+00  0.00E+00  0.00E+00
6687.81   0.00E+00  0.00E+00  0.00E+00
6688.81   0.00E+00  0.00E+00  0.00E+00
6689.81   0.00E+00  0.00E+00  0.00E+00
6690.81   0.00E+00  0.00E+00  0.00E+00
6691.81   0.00E+00  0.00E+00  0.00E+00
6692.81   0.00E+00  0.00E+00  0.00E+00
6693.81   0.00E+00  0.00E+00  0.00E+00
6694.81   0.00E+00  0.00E+00  0.00E+00
6695.81   0.00E+00  0.00E+00  0.00E+00
6696.81   0.00E+00  0.00E+00  0.00E+00
6697.81   0.00E+00  0.00E+00  0.00E+00
6698.81   0.00E+00  0.00E+00  0.00E+00
6699.81   0.00E+00  0.00E+00  0.00E+00
6700.81   0.00E+00  0.00E+00  0.00E+00
6701.81   0.00E+00  0.00E+00  0.00E+00
6702.81   0.00E+00  0.00E+00  0.00E+00
6703.81   0.00E+00  0.00E+00  0.00E+00
6704.81   0.00E+00  0.00E+00  0.00E+00
6705.81   0.00E+00  0.00E+00  0.00E+00
6706.81   0.00E+00  0.00E+00  0.00E+00
6707.81   0.00E+00  0.00E+00  0.00E+00
6708.81   0.00E+00  0.00E+00  0.00E+00
6709.81   0.00E+00  0.00E+00  0.00E+00
6710.81   0.00E+00  0.00E+00  0.00E+00
6711.81   0.00E+00  0.00E+00  0.00E+00
6712.81   0.00E+00  0.00E+00  0.00E+00
6713.81   0.00E+00  0.00E+00  0.00E+00
6714.81   0.00E+00  0.00E+00  0.00E+00
6715.81   0.00E+00  0.00E+00  0.00E+00
6716.81   0.00E+00  0.00E+00  0.00E+00
6717.81   0.00E+00  0.00E+00  0.00E+00
6718.81   0.00E+00  0.00E+00  0.00E+00
6719.81   0.00E+00  0.00E+00  0.00E+00
6720.81   0.00E+00  0.00E+00  0.00E+00
6721.81   0.00E+00  0.00E+00  0.00E+00
6722.81   0.00E+00  0.00E+00  0.00E+00
6723.81   0.00E+00  0.00E+00  0.00E+00
6724.81   0.00E+00  0.00E+00  0.00E+00
6725.81   0.00E+00  0.00E+00  0.00E+00
6726.81   0.00E+00  0.00E+00  0.00E+00
6727.81   0.00E+00  0.00E+00  0.00E+00
6728.81   0.00E+00  0.00E+00  0.00E+00
6729.81   0.00E+00  0.00E+00  0.00E+00
6730.81   0.00E+00  0.00E+00  0.00E+00
6731.81   0.00E+00  0.00E+00  0.00E+00
6732.81   0.00E+00  0.00E+00  0.00E+00
6733.81   0.00E+00  0.00E+00  0.00E+00
6734.81   0.00E+00  0.00E+00  0.00E+00
6735.81   0.00E+00  0.00E+00  0.00E+00
6736.81   0.00E+00  0.00E+00  0.00E+00
6737.81   0.00E+00  0.00E+00  0.00E+00
6738.81   0.00E+00  0.00E+00  0.00E+00
6739.81   0.00E+00  0.00E+00  0.00E+00
6740.81   0.00E+00  0.00E+00  0.00E+00
6741.81   0.00E+00  0.00E+00  0.00E+00
6742.82   0.00E+00  0.00E+00  0.00E+00
6743.82   0.00E+00  0.00E+00  0.00E+00
6744.82   0.00E+00  0.00E+00  0.00E+00
6745.82   0.00E+00  0.00E+00  0.00E+00
6746.82   0.00E+00  0.00E+00  0.00E+00
6747.82   0.00E+00  0.00E+00  0.00E+00
6748.82   0.00E+00  0.00E+00  0.00E+00
6749.82   0.00E+00  0.00E+00  0.00E+00
6750.82   0.00E+00  0.00E+00  0.00E+00
6751.82   0.00E+00  0.00E+00  0.00E+00
6752.82   0.00E+00  0.00E+00  0.00E+00
6753.82   0.00E+00  0.00E+00  0.00E+00
6754.82   0.00E+00  0.00E+00  0.00E+00
6755.82   0.00E+00  0.00E+00  0.00E+00
6756.82   0.00E+00  0.00E+00  0.00E+00
6757.82   0.00E+00  0.00E+00  0.00E+00
6758.82   0.00E+00  0.00E+00  0.00E+00
6759.82   0.00E+00  0.00E+00  0.00E+00
6760.82   0.00E+00  0.00E+00  0.00E+00
6761.82   0.00E+00  0.00E+00  0.00E+00
6762.82   0.00E+00  0.00E+00  0.00E+00
6763.82   0.00E+00  0.00E+00  0.00E+00
6764.82   0.00E+00  0.00E+00  0.00E+00
6765.82   0.00E+00  0.00E+00  0.00E+00
6766.82   0.00E+00  0.00E+00  0.00E+00
6767.82   0.00E+00  0.00E+00  0.00E+00
6768.82   0.00E+00  0.00E+00  0.00E+00
6769.82   0.00E+00  0.00E+00  0.00E+00
6770.82   0.00E+00  0.00E+00  0.00E+00
6771.82   0.00E+00  0.00E+00  0.00E+00
6772.82   0.00E+00  0.00E+00  0.00E+00
6773.82   0.00E+00  0.00E+00  0.00E+00
6774.82   0.00E+00  0.00E+00  0.00E+00
6775.82   0.00E+00  0.00E+00  0.00E+00
6776.82   0.00E+00  0.00E+00  0.00E+00
6777.82   0.00E+00  0.00E+00  0.00E+00
6778.82   0.00E+00  0.00E+00  0.00E+00
6779.82   0.00E+00  0.00E+00  0.00E+00
6780.82   0.00E+00  0.00E+00  0.00E+00
6781.82   0.00E+00  0.00E+00  0.00E+00
6782.82   0.00E+00  0.00E+00  0.00E+00
6783.82   0.00E+00  0.00E+00  0.00E+00
6784.82   0.00E+00  0.00E+00  0.00E+00
6785.82   0.00E+00  0.00E+00  0.00E+00
6786.82   0.00E+00  0.00E+00  0.00E+00
6787.82   0.00E+00  0.00E+00  0.00E+00
6788.82   0.00E+00  0.00E+00  0.00E+00
6789.82   0.00E+00  0.00E+00  0.00E+00
6790.82   0.00E+00  0.00E+00  0.00E+00
6791.82   0.00E+00  0.00E+00  0.00E+00
6792.82   0.00E+00  0.00E+00  0.00E+00
6793.82   0.00E+00  0.00E+00  0.00E+00
6794.82   0.00E+00  0.00E+00  0.00E+00
6795.82   0.00E+00  0.00E+00  0.00E+00
6796.82   0.00E+00  0.00E+00  0.00E+00
6797.82   0.00E+00  0.00E+00  0.00E+00
6798.82   0.00E+00  0.00E+00  0.00E+00
6799.82   0.00E+00  0.00E+00  0.00E+00
6800.82   0.00E+00  0.00E+00  0.00E+00
6801.82   0.00E+00  0.00E+00  0.00E+00
6802.82   0.00E+00  0.00E+00  0.00E+00
6803.82   0.00E+00  0.00E+00  0.00E+00
6804.82   0.00E+00  0.00E+00  0.00E+00
6805.82   0.00E+00  0.00E+00  0.00E+00
6806.82   0.00E+00  0.00E+00  0.00E+00
6807.82   0.00E+00  0.00E+00  0.00E+00
6808.82   0.00E+00  0.00E+00  0.00E+00
6809.82   0.00E+00  0.00E+00  0.00E+00
6810.83   0.00E+00  0.00E+00  0.00E+00
6811.83   0.00E+00  0.00E+00  0.00E+00
6812.83   0.00E+00  0.00E+00  0.00E+00
6813.83   0.00E+00  0.00E+00  0.00E+00
6814.83   0.00E+00  0.00E+00  0.00E+00
6815.83   0.00E+00  0.00E+00  0.00E+00
6816.83   0.00E+00  0.00E+00  0.00E+00
6817.83   0.00E+00  0.00E+00  0.00E+00
6818.83   0.00E+00  0.00E+00  0.00E+00
6819.83   0.00E+00  0.00E+00  0.00E+00
6820.83   0.00E+00  0.00E+00  0.00E+00
6821.83   0.00E+00  0.00E+00  0.00E+00
6822.83   0.00E+00  0.00E+00  0.00E+00
6823.83   0.00E+00  0.00E+00  0.00E+00
6824.83   0.00E+00  0.00E+00  0.00E+00
6825.83   0.00E+00  0.00E+00  0.00E+00
6826.83   0.00E+00  0.00E+00  0.00E+00
6827.83   0.00E+00  0.00E+00  0.00E+00
6828.83   0.00E+00  0.00E+00  0.00E+00
6829.83   0.00E+00  0.00E+00  0.00E+00
6830.83   0.00E+00  0.00E+00  0.00E+00
6831.83   0.00E+00  0.00E+00  0.00E+00
6832.83   0.00E+00  0.00E+00  0.00E+00
6833.83   0.00E+00  0.00E+00  0.00E+00
6834.83   0.00E+00  0.00E+00  0.00E+00
6835.83   0.00E+00  0.00E+00  0.00E+00
6836.83   0.00E+00  0.00E+00  0.00E+00
6837.83   0.00E+00  0.00E+00  0.00E+00
6838.83   0.00E+00  0.00E+00  0.00E+00
6839.83   0.00E+00  0.00E+00  0.00E+00
6840.83   0.00E+00  0.00E+00  0.00E+00
6841.83   0.00E+00  0.00E+00  0.00E+00
6842.83   0.00E+00  0.00E+00  0.00E+00
6843.83   0.00E+00  0.00E+00  0.00E+00
6844.83   0.00E+00  0.00E+00  0.00E+00
6845.83   0.00E+00  0.00E+00  0.00E+00
6846.83   0.00E+00  0.00E+00  0.00E+00
6847.83   0.00E+00  0.00E+00  0.00E+00
6848.83   0.00E+00  0.00E+00  0.00E+00
6849.83   0.00E+00  0.00E+00  0.00E+00
6850.83   0.00E+00  0.00E+00  0.00E+00
6851.83   0.00E+00  0.00E+00  0.00E+00
6852.83   0.00E+00  0.00E+00  0.00E+00
6853.83   0.00E+00  0.00E+00  0.00E+00
6854.83   0.00E+00  0.00E+00  0.00E+00
6855.83   0.00E+00  0.00E+00  0.00E+00
6856.83   0.00E+00  0.00E+00  0.00E+00
6857.83   0.00E+00  0.00E+00  0.00E+00
6858.83   0.00E+00  0.00E+00  0.00E+00
6859.83   0.00E+00  0.00E+00  0.00E+00
6860.83   0.00E+00  0.00E+00  0.00E+00
6861.83   0.00E+00  0.00E+00  0.00E+00
6862.83   0.00E+00  0.00E+00  0.00E+00
6863.83   0.00E+00  0.00E+00  0.00E+00
6864.83   0.00E+00  0.00E+00  0.00E+00
6865.83   0.00E+00  0.00E+00  0.00E+00
6866.83   0.00E+00  0.00E+00  0.00E+00
6867.83   0.00E+00  0.00E+00  0.00E+00
6868.83   0.00E+00  0.00E+00  0.00E+00
6869.83   0.00E+00  0.00E+00  0.00E+00
6870.83   0.00E+00  0.00E+00  0.00E+00
6871.83   0.00E+00  0.00E+00  0.00E+00
6872.83   0.00E+00  0.00E+00  0.00E+00
6873.83   0.00E+00  0.00E+00  0.00E+00
6874.83   0.00E+00  0.00E+00  0.00E+00
6875.83   0.00E+00  0.00E+00  0.00E+00
6876.83   0.00E+00  0.00E+00  0.00E+00
6877.83   0.00E+00  0.00E+00  0.00E+00
6878.84   0.00E+00  0.00E+00  0.00E+00
6879.84   0.00E+00  0.00E+00  0.00E+00
6880.84   0.00E+00  0.00E+00  0.00E+00
6881.84   0.00E+00  0.00E+00  0.00E+00
6882.84   0.00E+00  0.00E+00  0.00E+00
6883.84   0.00E+00  0.00E+00  0.00E+00
6884.84   0.00E+00  0.00E+00  0.00E+00
6885.84   0.00E+00  0.00E+00  0.00E+00
6886.84   0.00E+00  0.00E+00  0.00E+00
6887.84   0.00E+00  0.00E+00  0.00E+00
6888.84   0.00E+00  0.00E+00  0.00E+00
6889.84   0.00E+00  0.00E+00  0.00E+00
6890.84   0.00E+00  0.00E+00  0.00E+00
6891.84   0.00E+00  0.00E+00  0.00E+00
6892.84   0.00E+00  0.00E+00  0.00E+00
6893.84   0.00E+00  0.00E+00  0.00E+00
6894.84   0.00E+00  0.00E+00  0.00E+00
6895.84   0.00E+00  0.00E+00  0.00E+00
6896.84   0.00E+00  0.00E+00  0.00E+00
6897.84   0.00E+00  0.00E+00  0.00E+00
6898.84   0.00E+00  0.00E+00  0.00E+00
6899.84   0.00E+00  0.00E+00  0.00E+00
6900.84   0.00E+00  0.00E+00  0.00E+00
6901.84   0.00E+00  0.00E+00  0.00E+00
6902.84   0.00E+00  0.00E+00  0.00E+00
6903.84   0.00E+00  0.00E+00  0.00E+00
6904.84   0.00E+00  0.00E+00  0.00E+00
6905.84   0.00E+00  0.00E+00  0.00E+00
6906.84   0.00E+00  0.00E+00  0.00E+00
6907.84   0.00E+00  0.00E+00  0.00E+00
6908.84   0.00E+00  0.00E+00  0.00E+00
6909.84   0.00E+00  0.00E+00  0.00E+00
6910.84   0.00E+00  0.00E+00  0.00E+00
6911.84   0.00E+00  0.00E+00  0.00E+00
6912.84   0.00E+00  0.00E+00  0.00E+00
6913.84   0.00E+00  0.00E+00  0.00E+00
6914.84   0.00E+00  0.00E+00  0.00E+00
6915.84   0.00E+00  0.00E+00  0.00E+00
6916.84   0.00E+00  0.00E+00  0.00E+00
6917.84   0.00E+00  0.00E+00  0.00E+00
6918.84   0.00E+00  0.00E+00  0.00E+00
6919.84   0.00E+00  0.00E+00  0.00E+00
6920.84   0.00E+00  0.00E+00  0.00E+00
6921.84   0.00E+00  0.00E+00  0.00E+00
6922.84   0.00E+00  0.00E+00  0.00E+00
6923.84   0.00E+00  0.00E+00  0.00E+00
6924.84   0.00E+00  0.00E+00  0.00E+00
6925.84   0.00E+00  0.00E+00  0.00E+00
6926.84   0.00E+00  0.00E+00  0.00E+00
6927.84   0.00E+00  0.00E+00  0.00E+00
6928.84   0.00E+00  0.00E+00  0.00E+00
6929.84   0.00E+00  0.00E+00  0.00E+00
6930.84   0.00E+00  0.00E+00  0.00E+00
6931.84   0.00E+00  0.00E+00  0.00E+00
6932.84   0.00E+00  0.00E+00  0.00E+00
6933.84   0.00E+00  0.00E+00  0.00E+00
6934.84   0.00E+00  0.00E+00  0.00E+00
6935.84   0.00E+00  0.00E+00  0.00E+00
6936.84   0.00E+00  0.00E+00  0.00E+00
6937.84   0.00E+00  0.00E+00  0.00E+00
6938.84   0.00E+00  0.00E+00  0.00E+00
6939.84   0.00E+00  0.00E+00  0.00E+00
6940.84   0.00E+00  0.00E+00  0.00E+00
6941.84   0.00E+00  0.00E+00  0.00E+00
6942.84   0.00E+00  0.00E+00  0.00E+00
6943.84   0.00E+00  0.00E+00  0.00E+00
6944.84   0.00E+00  0.00E+00  0.00E+00
6945.84   0.00E+00  0.00E+00  0.00E+00
6946.85   0.00E+00  0.00E+00  0.00E+00
6947.85   0.00E+00  0.00E+00  0.00E+00
6948.85   0.00E+00  0.00E+00  0.00E+00
6949.85   0.00E+00  0.00E+00  0.00E+00
6950.85   0.00E+00  0.00E+00  0.00E+00
6951.85   0.00E+00  0.00E+00  0.00E+00
6952.85   0.00E+00  0.00E+00  0.00E+00
6953.85   0.00E+00  0.00E+00  0.00E+00
6954.85   0.00E+00  0.00E+00  0.00E+00
6955.85   0.00E+00  0.00E+00  0.00E+00
6956.85   0.00E+00  0.00E+00  0.00E+00
6957.85   0.00E+00  0.00E+00  0.00E+00
6958.85   0.00E+00  0.00E+00  0.00E+00
6959.85   0.00E+00  0.00E+00  0.00E+00
6960.85   0.00E+00  0.00E+00  0.00E+00
6961.85   0.00E+00  0.00E+00  0.00E+00
6962.85   0.00E+00  0.00E+00  0.00E+00
6963.85   0.00E+00  0.00E+00  0.00E+00
6964.85   0.00E+00  0.00E+00  0.00E+00
6965.85   0.00E+00  0.00E+00  0.00E+00
6966.85   0.00E+00  0.00E+00  0.00E+00
6967.85   0.00E+00  0.00E+00  0.00E+00
6968.85   0.00E+00  0.00E+00  0.00E+00
6969.85   0.00E+00  0.00E+00  0.00E+00
6970.85   0.00E+00  0.00E+00  0.00E+00
6971.85   0.00E+00  0.00E+00  0.00E+00
6972.85   0.00E+00  0.00E+00  0.00E+00
6973.85   0.00E+00  0.00E+00  0.00E+00
6974.85   0.00E+00  0.00E+00  0.00E+00
6975.85   0.00E+00  0.00E+00  0.00E+00
6976.85   0.00E+00  0.00E+00  0.00E+00
6977.85   0.00E+00  0.00E+00  0.00E+00
6978.85   0.00E+00  0.00E+00  0.00E+00
6979.85   0.00E+00  0.00E+00  0.00E+00
6980.85   0.00E+00  0.00E+00  0.00E+00
6981.85   0.00E+00  0.00E+00  0.00E+00
6982.85   0.00E+00  0.00E+00  0.00E+00
6983.85   0.00E+00  0.00E+00  0.00E+00
6984.85   0.00E+00  0.00E+00  0.00E+00
6985.85   0.00E+00  0.00E+00  0.00E+00
6986.85   0.00E+00  0.00E+00  0.00E+00
6987.85   0.00E+00  0.00E+00  0.00E+00
6988.85   0.00E+00  0.00E+00  0.00E+00
6989.85   0.00E+00  0.00E+00  0.00E+00
6990.85   0.00E+00  0.00E+00  0.00E+00
6991.85   0.00E+00  0.00E+00  0.00E+00
6992.85   0.00E+00  0.00E+00  0.00E+00
6993.85   0.00E+00  0.00E+00  0.00E+00
6994.85   0.00E+00  0.00E+00  0.00E+00
6995.85   0.00E+00  0.00E+00  0.00E+00
6996.85   0.00E+00  0.00E+00  0.00E+00
6997.85   0.00E+00  0.00E+00  0.00E+00
6998.85   0.00E+00  0.00E+00  0.00E+00
6999.85   0.00E+00  0.00E+00  0.00E+00
7000.85   0.00E+00  0.00E+00  0.00E+00
7001.85   0.00E+00  0.00E+00  0.00E+00
7002.85   0.00E+00  0.00E+00  0.00E+00
7003.85   0.00E+00  0.00E+00  0.00E+00
7004.85   0.00E+00  0.00E+00  0.00E+00
7005.85   0.00E+00  0.00E+00  0.00E+00
7006.85   0.00E+00  0.00E+00  0.00E+00
7007.85   0.00E+00  0.00E+00  0.00E+00
7008.85   0.00E+00  0.00E+00  0.00E+00
7009.85   0.00E+00  0.00E+00  0.00E+00
7010.85   0.00E+00  0.00E+00  0.00E+00
7011.85   0.00E+00  0.00E+00  0.00E+00
7012.85   0.00E+00  0.00E+00  0.00E+00
7013.85   0.00E+00  0.00E+00  0.00E+00
7014.86   0.00E+00  0.00E+00  0.00E+00
7015.86   0.00E+00  0.00E+00  0.00E+00
7016.86   0.00E+00  0.00E+00  0.00E+00
7017.86   0.00E+00  0.00E+00  0.00E+00
7018.86   0.00E+00  0.00E+00  0.00E+00
7019.86   0.00E+00  0.00E+00  0.00E+00
7020.86   0.00E+00  0.00E+00  0.00E+00
7021.86   0.00E+00  0.00E+00  0.00E+00
7022.86   0.00E+00  0.00E+00  0.00E+00
7023.86   0.00E+00  0.00E+00  0.00E+00
7024.86   0.00E+00  0.00E+00  0.00E+00
7025.86   0.00E+00  0.00E+00  0.00E+00
7026.86   0.00E+00  0.00E+00  0.00E+00
7027.86   0.00E+00  0.00E+00  0.00E+00
7028.86   0.00E+00  0.00E+00  0.00E+00
7029.86   0.00E+00  0.00E+00  0.00E+00
7030.86   0.00E+00  0.00E+00  0.00E+00
7031.86   0.00E+00  0.00E+00  0.00E+00
7032.86   0.00E+00  0.00E+00  0.00E+00
7033.86   0.00E+00  0.00E+00  0.00E+00
7034.86   0.00E+00  0.00E+00  0.00E+00
7035.86   0.00E+00  0.00E+00  0.00E+00
7036.86   0.00E+00  0.00E+00  0.00E+00
7037.86   0.00E+00  0.00E+00  0.00E+00
7038.86   0.00E+00  0.00E+00  0.00E+00
7039.86   0.00E+00  0.00E+00  0.00E+00
7040.86   0.00E+00  0.00E+00  0.00E+00
7041.86   0.00E+00  0.00E+00  0.00E+00
7042.86   0.00E+00  0.00E+00  0.00E+00
7043.86   0.00E+00  0.00E+00  0.00E+00
7044.86   0.00E+00  0.00E+00  0.00E+00
7045.86   0.00E+00  0.00E+00  0.00E+00
7046.86   0.00E+00  0.00E+00  0.00E+00
7047.86   0.00E+00  0.00E+00  0.00E+00
7048.86   0.00E+00  0.00E+00  0.00E+00
7049.86   0.00E+00  0.00E+00  0.00E+00
7050.86   0.00E+00  0.00E+00  0.00E+00
7051.86   0.00E+00  0.00E+00  0.00E+00
7052.86   0.00E+00  0.00E+00  0.00E+00
7053.86   0.00E+00  0.00E+00  0.00E+00
7054.86   0.00E+00  0.00E+00  0.00E+00
7055.86   0.00E+00  0.00E+00  0.00E+00
7056.86   0.00E+00  0.00E+00  0.00E+00
7057.86   0.00E+00  0.00E+00  0.00E+00
7058.86   0.00E+00  0.00E+00  0.00E+00
7059.86   0.00E+00  0.00E+00  0.00E+00
7060.86   0.00E+00  0.00E+00  0.00E+00
7061.86   0.00E+00  0.00E+00  0.00E+00
7062.86   0.00E+00  0.00E+00  0.00E+00
7063.86   0.00E+00  0.00E+00  0.00E+00
7064.86   0.00E+00  0.00E+00  0.00E+00
7065.86   0.00E+00  0.00E+00  0.00E+00
7066.86   0.00E+00  0.00E+00  0.00E+00
7067.86   0.00E+00  0.00E+00  0.00E+00
7068.86   0.00E+00  0.00E+00  0.00E+00
7069.86   0.00E+00  0.00E+00  0.00E+00
7070.86   0.00E+00  0.00E+00  0.00E+00
7071.86   0.00E+00  0.00E+00  0.00E+00
7072.86   0.00E+00  0.00E+00  0.00E+00
7073.86   0.00E+00  0.00E+00  0.00E+00
7074.86   0.00E+00  0.00E+00  0.00E+00
7075.86   0.00E+00  0.00E+00  0.00E+00
7076.86   0.00E+00  0.00E+00  0.00E+00
7077.86   0.00E+00  0.00E+00  0.00E+00
7078.86   0.00E+00  0.00E+00  0.00E+00
7079.86   0.00E+00  0.00E+00  0.00E+00
7080.86   0.00E+00  0.00E+00  0.00E+00
7081.86   0.00E+00  0.00E+00  0.00E+00
7082.87   0.00E+00  0.00E+00  0.00E+00
7083.87   0.00E+00  0.00E+00  0.00E+00
7084.87   0.00E+00  0.00E+00  0.00E+00
7085.87   0.00E+00  0.00E+00  0.00E+00
7086.87   0.00E+00  0.00E+00  0.00E+00
7087.87   0.00E+00  0.00E+00  0.00E+00
7088.87   0.00E+00  0.00E+00  0.00E+00
7089.87   0.00E+00  0.00E+00  0.00E+00
7090.87   0.00E+00  0.00E+00  0.00E+00
7091.87   0.00E+00  0.00E+00  0.00E+00
7092.87   0.00E+00  0.00E+00  0.00E+00
7093.87   0.00E+00  0.00E+00  0.00E+00
7094.87   0.00E+00  0.00E+00  0.00E+00
7095.87   0.00E+00  0.00E+00  0.00E+00
7096.87   0.00E+00  0.00E+00  0.00E+00
7097.87   0.00E+00  0.00E+00  0.00E+00
7098.87   0.00E+00  0.00E+00  0.00E+00
7099.87   0.00E+00  0.00E+00  0.00E+00
7100.87   0.00E+00  0.00E+00  0.00E+00
7101.87   0.00E+00  0.00E+00  0.00E+00
7102.87   0.00E+00  0.00E+00  0.00E+00
7103.87   0.00E+00  0.00E+00  0.00E+00
7104.87   0.00E+00  0.00E+00  0.00E+00
7105.87   0.00E+00  0.00E+00  0.00E+00
7106.87   0.00E+00  0.00E+00  0.00E+00
7107.87   0.00E+00  0.00E+00  0.00E+00
7108.87   0.00E+00  0.00E+00  0.00E+00
7109.87   0.00E+00  0.00E+00  0.00E+00
7110.87   0.00E+00  0.00E+00  0.00E+00
7111.87   0.00E+00  0.00E+00  0.00E+00
7112.87   0.00E+00  0.00E+00  0.00E+00
7113.87   0.00E+00  0.00E+00  0.00E+00
7114.87   0.00E+00  0.00E+00  0.00E+00
7115.87   0.00E+00  0.00E+00  0.00E+00
7116.87   0.00E+00  0.00E+00  0.00E+00
7117.87   0.00E+00  0.00E+00  0.00E+00
7118.87   0.00E+00  0.00E+00  0.00E+00
7119.87   0.00E+00  0.00E+00  0.00E+00
7120.87   0.00E+00  0.00E+00  0.00E+00
7121.87   0.00E+00  0.00E+00  0.00E+00
7122.87   0.00E+00  0.00E+00  0.00E+00
7123.87   0.00E+00  0.00E+00  0.00E+00
7124.87   0.00E+00  0.00E+00  0.00E+00
7125.87   0.00E+00  0.00E+00  0.00E+00
7126.87   0.00E+00  0.00E+00  0.00E+00
7127.87   0.00E+00  0.00E+00  0.00E+00
7128.87   0.00E+00  0.00E+00  0.00E+00
7129.87   0.00E+00  0.00E+00  0.00E+00
7130.87   0.00E+00  0.00E+00  0.00E+00
7131.87   0.00E+00  0.00E+00  0.00E+00
7132.87   0.00E+00  0.00E+00  0.00E+00
7133.87   0.00E+00  0.00E+00  0.00E+00
7134.87   0.00E+00  0.00E+00  0.00E+00
7135.87   0.00E+00  0.00E+00  0.00E+00
7136.87   0.00E+00  0.00E+00  0.00E+00
7137.87   0.00E+00  0.00E+00  0.00E+00
7138.87   0.00E+00  0.00E+00  0.00E+00
7139.87   0.00E+00  0.00E+00  0.00E+00
7140.87   0.00E+00  0.00E+00  0.00E+00
7141.87   0.00E+00  0.00E+00  0.00E+00
7142.87   0.00E+00  0.00E+00  0.00E+00
7143.87   0.00E+00  0.00E+00  0.00E+00
7144.87   0.00E+00  0.00E+00  0.00E+00
7145.87   0.00E+00  0.00E+00  0.00E+00
7146.87   0.00E+00  0.00E+00  0.00E+00
7147.87   0.00E+00  0.00E+00  0.00E+00
7148.87   0.00E+00  0.00E+00  0.00E+00
7149.87   0.00E+00  0.00E+00  0.00E+00
7150.88   0.00E+00  0.00E+00  0.00E+00
7151.88   0.00E+00  0.00E+00  0.00E+00
7152.88   0.00E+00  0.00E+00  0.00E+00
7153.88   0.00E+00  0.00E+00  0.00E+00
7154.88   0.00E+00  0.00E+00  0.00E+00
7155.88   0.00E+00  0.00E+00  0.00E+00
7156.88   0.00E+00  0.00E+00  0.00E+00
7157.88   0.00E+00  0.00E+00  0.00E+00
7158.88   0.00E+00  0.00E+00  0.00E+00
7159.88   0.00E+00  0.00E+00  0.00E+00
7160.88   0.00E+00  0.00E+00  0.00E+00
7161.88   0.00E+00  0.00E+00  0.00E+00
7162.88   0.00E+00  0.00E+00  0.00E+00
7163.88   0.00E+00  0.00E+00  0.00E+00
7164.88   0.00E+00  0.00E+00  0.00E+00
7165.88   0.00E+00  0.00E+00  0.00E+00
7166.88   0.00E+00  0.00E+00  0.00E+00
7167.88   0.00E+00  0.00E+00  0.00E+00
7168.88   0.00E+00  0.00E+00  0.00E+00
7169.88   0.00E+00  0.00E+00  0.00E+00
7170.88   0.00E+00  0.00E+00  0.00E+00
7171.88   0.00E+00  0.00E+00  0.00E+00
7172.88   0.00E+00  0.00E+00  0.00E+00
7173.88   0.00E+00  0.00E+00  0.00E+00
7174.88   0.00E+00  0.00E+00  0.00E+00
7175.88   0.00E+00  0.00E+00  0.00E+00
7176.88   0.00E+00  0.00E+00  0.00E+00
7177.88   0.00E+00  0.00E+00  0.00E+00
7178.88   0.00E+00  0.00E+00  0.00E+00
7179.88   0.00E+00  0.00E+00  0.00E+00
7180.88   0.00E+00  0.00E+00  0.00E+00
7181.88   0.00E+00  0.00E+00  0.00E+00
7182.88   0.00E+00  0.00E+00  0.00E+00
7183.88   0.00E+00  0.00E+00  0.00E+00
7184.88   0.00E+00  0.00E+00  0.00E+00
7185.88   0.00E+00  0.00E+00  0.00E+00
7186.88   0.00E+00  0.00E+00  0.00E+00
7187.88   0.00E+00  0.00E+00  0.00E+00
7188.88   0.00E+00  0.00E+00  0.00E+00
7189.88   0.00E+00  0.00E+00  0.00E+00
7190.88   0.00E+00  0.00E+00  0.00E+00
